between,and,width,kept,reason,because_of
wall of tile 1DE332 (room 0x44),wall of tile 1DDF31 (room 0x44),0.765,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DE332 (room 0x44),wall of tile 1DC732 (room 0x44),46.614,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DE332 (room 0x44),wall of tile 1DBF31 (room 0x44),45.173,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DE332 (room 0x44),wall of tile 1DC231 (room 0x44),45.173,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DE332 (room 0x44),wall of tile 1DC331 (room 0x44),46.134,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DE332 (room 0x44),wall of tile 1DD231 (room 0x44),46.727,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DE332 (room 0x44),wall of tile 26CB31 (room 0x44),50.064,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DE332 (room 0x44),wall of tile 1DC732 (room 0x44),50.064,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DE332 (room 0x44),wall of tile 1DBF31 (room 0x44),50.064,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDC31 (room 0x44),wall of tile 1DDF31 (room 0x44),0.765,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDC31 (room 0x44),wall of tile 1DBF32 (room 0x44),45.173,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDC31 (room 0x44),wall of tile 1DC232 (room 0x44),45.173,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDC31 (room 0x44),wall of tile 1DC332 (room 0x44),46.134,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDC31 (room 0x44),wall of tile 1DD232 (room 0x44),46.727,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DDC31 (room 0x44),wall of tile 26CB32 (room 0x44),50.064,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DDC31 (room 0x44),wall of tile 1DC831 (room 0x44),46.614,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDF32 (room 0x44),wall of tile 1DC332 (room 0x44),51.151,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDF32 (room 0x44),wall of tile 1DD232 (room 0x44),46.194,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDF32 (room 0x44),wall of tile 26CB32 (room 0x44),50.064,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DDF32 (room 0x44),wall of tile 1DC831 (room 0x44),45.849,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDF31 (room 0x44),wall of tile 1DC332 (room 0x44),37.084,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDF31 (room 0x44),wall of tile 1DC331 (room 0x44),37.084,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDF31 (room 0x44),wall of tile 26CB32 (room 0x44),35.230,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DDF31 (room 0x44),wall of tile 26CB31 (room 0x44),35.230,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DDF31 (room 0x44),wall of tile 1DC731 (room 0x44),0.765,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDF31 (room 0x44),wall of tile 1DC731 (room 0x44),35.230,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DDF31 (room 0x44),wall of tile 1DC832 (room 0x44),0.765,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDF31 (room 0x44),wall of tile 1DC831 (room 0x44),35.230,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DDF31 (room 0x44),wall of tile 1DC732 (room 0x44),45.849,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDF31 (room 0x44),wall of tile 1DC331 (room 0x44),51.151,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DDF31 (room 0x44),wall of tile 1DD231 (room 0x44),46.194,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
