x,z,between,and
35,-2475,wall of tile 26CB22 (room 0x1e),door 0x1d24f0 (preset 0x0006)
35,-2475,wall of tile 016602 (room 0x04),door 0x1d24f0 (preset 0x0006)
35,-2461,wall of tile 016602 (room 0x04),door 0x1d24f0 (preset 0x0006)
35,-2461,wall of tile 016602 (room 0x04),door 0x1d24f0 (preset 0x0006)
35,-2461,wall of tile 015102 (room 0x04),door 0x1d24f0 (preset 0x0006)
35,-2461,wall of tile 015102 (room 0x04),door 0x1d24f0 (preset 0x0006)
122,-580,wall of tile 014E02 (room 0x01),door 0x1d1ef0 (preset 0x0000)
122,-566,wall of tile 014E02 (room 0x01),door 0x1d1ef0 (preset 0x0000)
122,-566,wall of tile 014E02 (room 0x01),door 0x1d1ef0 (preset 0x0000)
-122,-566,wall of tile 014F01 (room 0x01),door 0x1d21f0 (preset 0x0003)
-122,-580,wall of tile 014F01 (room 0x01),door 0x1d21f0 (preset 0x0003)
-122,-580,wall of tile 014F01 (room 0x01),door 0x1d21f0 (preset 0x0003)
-122,-566,wall of tile 014F01 (room 0x01),door 0x1d21f0 (preset 0x0003)
986,-423,wall of tile 048408 (room 0x08),glass 0x1d1350 (preset 0x2745)
986,-423,wall of tile 048408 (room 0x08),glass 0x1d1350 (preset 0x2745)
986,-423,wall of tile 048408 (room 0x08),glass 0x1d1350 (preset 0x2745)
-1752,1917,wall of tile 07C811 (room 0x0b),door 0x1d14f0 (preset 0x0008)
-1752,1927,wall of tile 07C811 (room 0x0b),door 0x1d14f0 (preset 0x0008)
-1975,1917,wall of tile 07C812 (room 0x0b),door 0x1d15f0 (preset 0x0009)
-1975,1917,wall of tile 07C812 (room 0x0b),door 0x1d15f0 (preset 0x0009)
-1975,1917,wall of tile 07C812 (room 0x0b),door 0x1d15f0 (preset 0x0009)
-1975,1927,wall of tile 07C812 (room 0x0b),door 0x1d15f0 (preset 0x0009)
-1448,2090,wall of tile 005B1A (room 0x1b),door 0x1d1df0 (preset 0x0011)
-1448,2090,wall of tile 005B1A (room 0x1b),door 0x1d1df0 (preset 0x0011)
-1328,2090,wall of tile 00701A (room 0x1d),door 0x1d1df0 (preset 0x0011)
-1328,2090,wall of tile 00701A (room 0x1d),door 0x1d1df0 (preset 0x0011)
-1329,2099,wall of tile 00701A (room 0x1d),door 0x1d1df0 (preset 0x0011)
-1328,2090,wall of tile 005818 (room 0x1b),door 0x1d1df0 (preset 0x0011)
-1328,2090,wall of tile 005818 (room 0x1b),door 0x1d1df0 (preset 0x0011)
-1448,2090,wall of tile 007019 (room 0x1d),door 0x1d1df0 (preset 0x0011)
-1448,2090,wall of tile 007019 (room 0x1d),door 0x1d1df0 (preset 0x0011)
-1446,2099,wall of tile 007019 (room 0x1d),door 0x1d1df0 (preset 0x0011)
-1448,2546,wall of tile 01D41A (room 0x1d),door 0x1d1cf0 (preset 0x0010)
-1446,2537,wall of tile 01D41A (room 0x1d),door 0x1d1cf0 (preset 0x0010)
-1329,2537,wall of tile 01D419 (room 0x1d),door 0x1d1cf0 (preset 0x0010)
-1328,2546,wall of tile 01D419 (room 0x1d),door 0x1d1cf0 (preset 0x0010)
-1166,2741,wall of tile 083812 (room 0x13),door 0x1d1bf0 (preset 0x000f)
-1157,2741,wall of tile 083812 (room 0x13),door 0x1d1bf0 (preset 0x000f)
-1166,2961,wall of tile 083811 (room 0x13),door 0x1d1af0 (preset 0x000e)
-1157,2961,wall of tile 083811 (room 0x13),door 0x1d1af0 (preset 0x000e)
-2296,2225,wall of tile 06AB11 (room 0x0d),generic 0x1cea7c (preset 0x002f)
-2296,2230,wall of tile 06AB11 (room 0x0d),generic 0x1cea7c (preset 0x002f)
-1660,1595,wall of tile 06B611 (room 0x09),door 0x1d16f0 (preset 0x000a)
-1660,1604,wall of tile 06B611 (room 0x09),door 0x1d16f0 (preset 0x000a)
-1660,1307,wall of tile 06B611 (room 0x09),door 0x1d19f0 (preset 0x000d)
-1660,1316,wall of tile 06B611 (room 0x09),door 0x1d19f0 (preset 0x000d)
-1437,1595,wall of tile 009911 (room 0x09),door 0x1d17f0 (preset 0x000b)
-1437,1604,wall of tile 009911 (room 0x09),door 0x1d17f0 (preset 0x000b)
-1437,1307,wall of tile 009911 (room 0x09),door 0x1d18f0 (preset 0x000c)
-1437,1316,wall of tile 009911 (room 0x09),door 0x1d18f0 (preset 0x000c)
-1374,3082,monitor 0x1cf9ec (preset 0x2741),generic 0x1cfaec (preset 0x2742)
